name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,start
Yat Lok,2019,22.28226,114.155655,Hong Kong,Hong Kong,1500,Cantonese Roast Meats,1200,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,1
Guo Fu Lou,2019,22.278313,114.16034,Hong Kong,Hong Kong,1500,Cantonese,1600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,1
Celebrity Cuisine,2019,22.284334,114.15312,Hong Kong,Hong Kong,1500,Cantonese,1400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,1
Sushi Wadatsumi,2019,22.281038,114.15646,Hong Kong,Hong Kong,1500,Sushi,1600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,1
Arcane,2019,22.280624,114.15682,Hong Kong,Hong Kong,1500,European contemporary,1600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,1
Duddell's,2019,22.28008,114.157364,Hong Kong,Hong Kong,1500,Cantonese,1600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,1
Beefbar,2019,22.27982,114.15752,Hong Kong,Hong Kong,1500,Steakhouse,1400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,1
New Punjab Club,2019,22.28005,114.15525,Hong Kong,Hong Kong,1500,Indian,1400,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,1
Kaiseki Den by Saotome,2019,22.285713,114.147865,Hong Kong,Hong Kong,1500,Japanese,2000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,1
Belon,2019,22.281662,114.152405,Hong Kong,Hong Kong,1500,French,1600,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,1
Tate,2019,22.280996,114.15276,Hong Kong,Hong Kong,1500,Innovative,2000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,1
The Ocean,2019,22.235146,114.198524,Hong Kong,Hong Kong,1500,French,2000,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1
Costes Downtown,2019,47.50113,19.048595,Budapest,Hungary,1051,Modern cuisine,1800,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,1
Borkonyha Winekitchen,2019,47.49953,19.052391,Budapest,Hungary,1051,Modern cuisine,1800,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1
Stand,2019,47.500244,19.059624,Budapest,Hungary,1061,Modern cuisine,1600,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1
Babel,2019,47.492603,19.05256,Budapest,Hungary,1052,Modern cuisine,2000,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1
Costes,2019,47.48873,19.061779,Budapest,Hungary,1092,Modern cuisine,2000,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1
The Kitchen,2019,22.191442,113.543,Macau,Macau,1500,Steakhouse,1600,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1
Tim's Kitchen,2019,22.189898,113.5439,Macau,Macau,1500,Cantonese,1400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1
Wing Lei,2019,22.188028,113.54578,Macau,Macau,1500,Cantonese,1400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1
King,2019,22.190178,113.54028,Macau,Macau,1500,Cantonese,1200,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1
Ying,2019,22.161234,113.555405,Macau,Macau,1500,Cantonese,1400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1
Shinji by Kanesaka,2019,22.149635,113.56397,Macau,Macau,1500,Sushi,1800,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1
The Golden Peacock,2019,22.148178,113.56335,Macau,Macau,1500,Indian,1200,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1
Zi Yat Heen,2019,22.145418,113.56152,Macau,Macau,1500,Cantonese,1400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1
8 1/2 Otto e Mezzo - Bombana,2019,22.14918,113.55393,Macau,Macau,1500,Italian,1600,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,1
Pearl Dragon,2019,22.140524,113.56256,Macau,Macau,1500,Cantonese,1600,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1
Lai Heen,2019,22.148754,113.551926,Macau,Macau,1500,Cantonese,1400,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1
FAGN,2019,63.43392,10.39628,Trondheim,Norway,7010,Modern cuisine,1800,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1
Credo,2019,63.43391,10.39631,Trondheim,Norway,7066,Creative,1800,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,1
RE-NAA,2019,58.972088,5.732877,Stavanger,Norway,4006,Creative,1800,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1
Sabi Omakase,2019,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,1800,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1
Galt,2019,59.91661,10.71369,Oslo,Norway,263,Modern cuisine,1600,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1
Kontrast,2019,59.92355,10.75106,Oslo,Norway,178,Scandinavian,1600,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1
Statholdergaarden,2019,59.90937,10.74305,Oslo,Norway,151,Classic cuisine,1800,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1
Del Posto,2019,40.74327,-74.0077,New York,New York City,10011,Italian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1
Le Grill de Joël Robuchon,2019,40.742897,-74.0077,New York,New York City,1500,French,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1
L'Appart,2019,40.711903,-74.01544,New York,New York City,10281,French,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1
Okuda,2019,40.743793,-74.00633,New York,New York City,1500,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1
Wallsé,2019,40.73538,-74.00814,New York,New York City,10014,Austrian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1
Jeju Noodle Bar,2019,40.732952,-74.00744,New York,New York City,10014,Korean,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1
Sushi Nakazawa,2019,40.731716,-74.00451,New York,New York City,10014,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1
Kosaka,2019,40.738316,-74.00137,New York,New York City,10011,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1
Bâtard,2019,40.719616,-74.00589,New York,New York City,10013,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,1
Hirohisa,2019,40.72452,-74.003006,New York,New York City,10012,Japanese,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1
Blue Hill,2019,40.7321,-73.9996,New York,New York City,10011,American,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,1
ZZ's Clam Bar,2019,40.727646,-74.00046,New York,New York City,10012,Seafood,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1
Babbo,2019,40.73233,-73.99916,New York,New York City,10011,Italian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,1
Carbone,2019,40.727966,-74.00017,New York,New York City,10003,Italian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,1
Le Coucou,2019,40.719162,-74.00001,New York,New York City,10013,French,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1
Aldea,2019,40.73885,-73.99366,New York,New York City,10011,Mediterranean,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,1
Cote,2019,40.73778,-73.99375,New York,New York City,10010,Korean,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,1
Bouley at Home,2019,40.74114,-73.99242,New York,New York City,1500,Contemporary,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,1
Gotham Bar and Grill,2019,40.73417,-73.99379,New York,New York City,10003,American,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1
Nix,2019,40.733166,-73.993515,New York,New York City,10003,Vegetarian,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1
Junoon,2019,40.74325,-73.99077,New York,New York City,10010,Indian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1
NoMad,2019,40.74497,-73.98883,New York,New York City,10001,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1
The Musket Room,2019,40.723915,-73.99375,New York,New York City,10012,Contemporary,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1
Uncle Boons,2019,40.721203,-73.99441,New York,New York City,10012,Thai,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1
Noda,2019,40.74497,-73.988075,New York,New York City,1500,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1
Gramercy Tavern,2019,40.73849,-73.98868,New York,New York City,10003,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1
The Clocktower,2019,40.7414,-73.987595,New York,New York City,10010,Contemporary,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1
Ai Fiori,2019,40.75013,-73.98357,New York,New York City,10018,Italian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,1
Casa Mono,2019,40.73595,-73.98706,New York,New York City,10003,Spanish,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,1
Jewel Bako,2019,40.72713,-73.98928,New York,New York City,10003,Japanese,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1
The River Café,2019,40.703613,-73.994774,New York,New York City,11201,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1
Bar Uchū,2019,40.72191,-73.99003,New York,New York City,10002,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,1
Café China,2019,40.749973,-73.98228,New York,New York City,10016,Chinese,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,1
Kanoyama,2019,40.73071,-73.98655,New York,New York City,10003,Japanese,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1
Contra,2019,40.719917,-73.98922,New York,New York City,10002,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,1
Atomix,2019,40.744408,-73.98292,New York,New York City,1500,Korean,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,1
Kyo Ya,2019,40.7266,-73.98526,New York,New York City,10009,Japanese,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1
Kajitsu,2019,40.72776,-73.98428,New York,New York City,10016,Japanese,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1
Agern,2019,40.75234,-73.9775,New York,New York City,10017,Scandinavian,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,1
Caviar Russe,2019,40.760685,-73.97355,New York,New York City,10022,Contemporary,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,1
Tuome,2019,40.724194,-73.9828,New York,New York City,10009,Fusion,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1
Tempura Matsui,2019,40.74839,-73.97474,New York,New York City,10158,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1
Sushi Yasuda,2019,40.75108,-73.97364,New York,New York City,10017,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1
Sushi Amane,2019,40.75133,-73.971725,New York,New York City,10017,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1
Café Boulud,2019,40.77439,-73.96414,New York,New York City,10021,French,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1
Claro,2019,40.677395,-73.98615,New York,New York City,1500,Mexican,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1
Satsuki,2019,40.801243,-73.95187,New York,New York City,10036,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1
Sushi Noz,2019,40.77384,-73.958275,New York,New York City,1500,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1
Sushi Inoue,2019,40.810448,-73.943726,New York,New York City,10027,Japanese,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1
Meadowsweet,2019,40.710354,-73.96317,New York,New York City,11212,Mediterranean,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1
Casa Enríque,2019,40.743492,-73.95425,New York,New York City,11101,Mexican,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1
Peter Luger,2019,40.70986,-73.96263,New York,New York City,11211,Steakhouse,1800,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1
Oxomoco,2019,40.730057,-73.95538,New York,New York City,11222,Mexican,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1
The Finch,2019,40.68704,-73.96297,New York,New York City,11238,American,1600,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1
Faro,2019,40.707584,-73.923035,New York,New York City,11237,American,1400,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1
Senses,2019,52.244583,21.005886,Warszawa,Poland,00 085,Modern cuisine,2000,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1
atelier Amaro,2019,52.21708,21.03768,Warszawa,Poland,00 507,Modern cuisine,1800,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,1
Aniar,2019,53.27112,-9.057078,Gaillimh/Galway,Ireland,1500,Creative,1500,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,1
Loam,2019,53.27384,-9.044447,Gaillimh/Galway,Ireland,1500,Creative,1500,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1
Wild Honey Inn,2019,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,1500,Classic cuisine,1500,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1
Chestnut,2019,51.562588,-9.460854,Ballydehob,Ireland,1500,Modern cuisine,1500,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,1
Mews,2019,51.48285,-9.37234,Baltimore,Ireland,1500,Modern cuisine,1500,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1
Ichigo Ichie,2019,51.898167,-8.479933,Corcaigh/Cork,Ireland,1500,Japanese,1500,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1
Chapter One,2019,53.354374,-6.263786,City Centre,Ireland,D1,Modern cuisine,1500,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,1
Greenhouse,2019,53.340042,-6.258506,City Centre,Ireland,D2,Modern cuisine,1500,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1
L'Ecrivain,2019,53.33627,-6.24834,City Centre,Ireland,D2,Modern cuisine,1500,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1
Campagne,2019,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,1500,Modern British,1500,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,1
Heron & Grey,2019,53.30143,-6.177574,Blackrock,Ireland,1500,Modern cuisine,1500,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1
Lady Helen,2019,52.526096,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,1500,Modern cuisine,1500,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1
House,2019,51.94777,-7.7135396,Aird Mhór/Ardmore,Ireland,1500,Modern cuisine,1500,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1
Olympe,2019,-22.96109,-43.20658,Rio de Janeiro - 22470,Rio de Janeiro,230,French,2000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1
Lasai,2019,-22.95401,-43.19557,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,2000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,1
Oteque,2019,-22.95747,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,2000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,1
Mee,2019,-22.96764,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,1,Asian influences,2000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,1
Cipriani,2019,-22.96755,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,1,Italian,2000,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,1
Jun Sakamoto,2019,-23.56318,-46.67737,São Paulo - 05413,Sao Paulo,0,Japanese,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,1
Maní,2019,-23.56621,-46.67974,São Paulo - 05415,Sao Paulo,0,creative,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,1
Evvai,2019,-23.567078,-46.679146,São Paulo - 05415,Sao Paulo,0,modern,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,1
Picchi,2019,-23.565063,-46.666767,São Paulo - 01426,Sao Paulo,1,Italian,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,1
Kosushi,2019,-23.58522,-46.6809,São Paulo - 04538,Sao Paulo,110,Japanese,1600,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,1
Ryo Gastronomia,2019,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,1,Japanese,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,1
Tangará Jean-Georges,2019,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,1
Kinoshita,2019,-23.59159,-46.67146,São Paulo - 04509,Sao Paulo,1,Japanese,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,1
Kan Suke,2019,-23.5684,-46.64936,São Paulo - 01401,Sao Paulo,0,Japanese,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,1
Huto,2019,-23.60882,-46.6598,São Paulo - 04080,Sao Paulo,4,Japanese,2000,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,1
Stay,2019,37.513004,127.10257,Seoul,South Korea,1500,French contemporary,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,1
Lee Jong Kuk 104,2019,37.592903,126.997284,Seoul,South Korea,1500,Korean,1800,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,1
Hansikgonggan,2019,37.577705,126.98852,Seoul,South Korea,1500,Korean,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,1
Dining in Space,2019,37.57761,126.98845,Seoul,South Korea,1500,French contemporary,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,1
Exquisine,2019,37.521046,127.049736,Seoul,South Korea,1500,Innovative,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,1
Dosa,2019,37.52445,127.04441,Seoul,South Korea,1500,Innovative,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,1
Joo Ok,2019,37.52252,127.04396,Seoul,South Korea,1500,Korean contemporary,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,1
Balwoo Gongyang,2019,37.57389,126.98318,Seoul,South Korea,1500,Temple cuisine,1400,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,1
Muoki,2019,37.518963,127.04217,Seoul,South Korea,1500,Innovative,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,1
L'Amitié,2019,37.522675,127.032646,Seoul,South Korea,1500,French,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,1
Yu Yuan,2019,37.57045,126.97534,Seoul,South Korea,1500,Chinese,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,1
Bicena,2019,37.5384,127.00135,Seoul,South Korea,1500,Korean,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,1
Mosu,2019,37.536415,126.99934,Seoul,South Korea,1500,Innovative,2000,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,1
Poom,2019,37.54903,126.98341,Seoul,South Korea,1500,Korean,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,1
Soigné,2019,37.49816,127.002,Seoul,South Korea,1500,Innovative,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,1
Table for Four,2019,37.49769,126.99442,Seoul,South Korea,1500,European contemporary,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,1
Zero Complex,2019,37.49417,126.9948,Seoul,South Korea,1500,Innovative,1600,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,1
Jin Jin,2019,37.55777,126.91324,Seoul,South Korea,1500,Chinese,1200,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,1
Gotgan,2019,37.52212,126.92022,Seoul,South Korea,1500,Korean,1800,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,1
Hill Street Tai Hwa Pork Noodle,2018,1.3052,103.8624,Singapore,Singapore,1500,Street Food,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,1
Putien (Kitchener Road),2018,1.30969,103.8573,Singapore,Singapore,1500,Fujian,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1
Chef Kang's,2018,1.304735,103.84955,Singapore,Singapore,1500,Cantonese,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,1
Garibaldi,2018,1.296564,103.855,Singapore,Singapore,1500,Italian,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,1
Summer Pavilion,2018,1.291284,103.8603,Singapore,Singapore,1500,Cantonese,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,1
Shinji (Bras Basah Road),2018,1.2959028,103.8539,Singapore,Singapore,1500,Sushi,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,1
The Song of India,2018,1.310767,103.8353,Singapore,Singapore,1500,Indian,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1
Lei Garden,2018,1.295228,103.8521,Singapore,Singapore,1500,Cantonese,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1
Whitegrass,2018,1.295452,103.8516,Singapore,Singapore,1500,Australian,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,1
Jaan,2018,1.293184,103.8529,Singapore,Singapore,1500,French contemporary,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,1
Labyrinth,2018,1.2899688,103.8562,Singapore,Singapore,1500,Innovative,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,1
Cut,2018,1.2853268,103.8607,Singapore,Singapore,1500,Steakhouse,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,1
Alma,2018,1.309123,103.834,Singapore,Singapore,1500,European contemporary,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,1
Béni,2018,1.302379,103.8366,Singapore,Singapore,1500,French contemporary,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,1
Crystal Jade Golden Palace,2018,1.303244,103.8353,Singapore,Singapore,1500,Chinese,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,1
Imperial Treasure Fine Teochew Cuisine (Orchard),2018,1.3032448,103.8349,Singapore,Singapore,1500,Chinese,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,1
Saint Pierre,2018,1.285781,103.8538,Singapore,Singapore,1500,French contemporary,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,1
Sushi Ichi,2018,1.305105,103.8324,Singapore,Singapore,1500,Sushi,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,1
Sushi Kimura,2018,1.3063719,103.829475,Singapore,Singapore,1500,Sushi,1800,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,1
Iggy's,2018,1.305986,103.8294,Singapore,Singapore,1500,European contemporary,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,1
Braci,2018,1.287212,103.84949,Singapore,Singapore,1500,Italian contemporary,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,1
Jiang-Nan Chun,2018,1.304937,103.8288,Singapore,Singapore,1500,Cantonese,1600,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,1
Bacchanalia,2018,1.2874758,103.8474,Singapore,Singapore,1500,Innovative,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,1
Shinji (Tanglin Road),2018,1.305821,103.8257,Singapore,Singapore,1500,Sushi,1800,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,1
Corner House,2018,1.315121,103.8154,Singapore,Singapore,1500,Innovative,1400,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,1
Summer Palace,2018,1.3043848,103.825,Singapore,Singapore,1500,Cantonese,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1
Cheek by Jowl,2018,1.281301,103.84849,Singapore,Singapore,1500,Australian,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,1
Nouri,2018,1.28086,103.84713,Singapore,Singapore,1500,Innovative,1200,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1
